User_ID,Book_ID,User_Type,Department,Book_Category,Book_Format,Interaction_Type,Access_Mode,Semester_Period,Borrowing_Frequency,Reading_Duration_Minutes,Books_Borrowed_Last_6_Months,Books_Returned_On_Time,Search_Count,Book_View_Count,Reservation_Count,Renewal_Count,User_Rating,Book_Popularity_Score,Metadata_Match_Score,Reading_Interest_Score,User_Book_Similarity_Score,Feedback_Score,Feedback_Level,Cold_Start_User,Irregular_Borrowing_Flag,Recommendation_Score,Recommendation_Level
USR_12112,BK_52112,Postgraduate,Education,Social_Science,Journal,Viewed,Digital_Kiosk,Vacation_Period,1,126.38,1,11,35,25,13,1,3.22,0.201,0.293,0.328,0.556,0.985,High,Yes,No,0.392,Low_Recommendation
USR_12113,BK_52113,Postgraduate,Medicine,Law,Printed_Book,Viewed,Mobile_App,Odd_Semester,4,23.18,4,1,29,48,18,9,4.16,0.622,0.425,0.311,0.607,0.491,Medium,Yes,No,0.507,Medium_Recommendation
USR_12114,BK_52114,Research_Scholar,Arts,Digital_Library,Journal,Borrowed,Library_System,Even_Semester,18,168.22,16,8,33,84,17,7,4.73,0.278,0.771,0.687,0.928,0.849,High,No,No,0.757,High_Recommendation
USR_12115,BK_52115,Faculty,Arts,Data_Science,Reference_Book,Renewed,Library_System,Even_Semester,2,51.31,17,0,79,93,0,13,3.08,0.744,0.601,0.83,0.86,0.31,Low,No,No,0.583,Medium_Recommendation
USR_12116,BK_52116,Research_Scholar,Arts,Data_Science,Journal,Reviewed,Digital_Kiosk,Odd_Semester,8,15.31,21,17,58,5,9,14,3.43,0.478,0.947,0.963,0.552,0.585,Medium,No,No,0.549,Medium_Recommendation
USR_12117,BK_52117,Postgraduate,Management,Engineering,Printed_Book,Reviewed,Library_System,Odd_Semester,30,162.57,27,12,38,29,18,11,4.43,0.539,0.534,0.657,0.791,0.699,Medium,No,No,0.754,High_Recommendation
USR_12118,BK_52118,Postgraduate,Medicine,Law,Journal,Reserved,Web_Portal,Odd_Semester,17,100.46,3,0,51,98,4,0,1.89,0.916,0.803,0.133,0.948,0.201,Low,No,No,0.563,Medium_Recommendation
USR_12119,BK_52119,Postgraduate,Education,Data_Science,E_Book,Viewed,Web_Portal,Vacation_Period,15,108.08,7,0,6,81,7,12,1.32,0.958,0.276,0.695,0.925,0.323,Low,No,No,0.621,Medium_Recommendation
USR_12120,BK_52120,Postgraduate,Science,Engineering,Printed_Book,Reviewed,Digital_Kiosk,Vacation_Period,11,41.27,34,1,40,37,4,9,3.9,0.539,0.27,0.737,0.207,0.828,High,No,No,0.443,Low_Recommendation
USR_12121,BK_52121,Research_Scholar,Arts,Digital_Library,Journal,Viewed,Web_Portal,Odd_Semester,2,123.48,27,16,20,40,4,8,3.59,0.382,0.348,0.55,0.287,0.89,High,No,No,0.442,Low_Recommendation
USR_12122,BK_52122,Faculty,Arts,Management,Printed_Book,Viewed,Mobile_App,Even_Semester,31,26.13,30,29,47,88,0,1,4.17,0.446,0.252,0.957,0.384,0.794,High,No,No,0.51,Medium_Recommendation
USR_12123,BK_52123,Faculty,Computer_Science,Education,Reference_Book,Reserved,Digital_Kiosk,Even_Semester,19,174.29,23,10,73,104,15,10,3.28,0.906,0.664,0.51,0.23,0.252,Low,No,No,0.732,High_Recommendation
USR_12124,BK_52124,Postgraduate,Computer_Science,Data_Science,Printed_Book,Borrowed,Digital_Kiosk,Odd_Semester,36,144.84,20,9,70,111,1,14,2.39,0.636,0.578,0.691,0.616,0.23,Low,No,No,0.734,High_Recommendation
USR_12125,BK_52125,Postgraduate,Law,Education,Reference_Book,Reviewed,Library_System,Vacation_Period,16,61.64,17,13,48,104,17,13,2.87,0.525,0.325,0.641,0.208,0.671,Medium,No,No,0.593,Medium_Recommendation
USR_12126,BK_52126,Undergraduate,Management,Law,Printed_Book,Borrowed,Library_System,Even_Semester,15,26.4,16,8,58,57,5,9,3.97,0.911,0.436,0.259,0.783,0.63,Medium,No,No,0.535,Medium_Recommendation
USR_12127,BK_52127,Postgraduate,Education,Engineering,Printed_Book,Renewed,Digital_Kiosk,Even_Semester,35,31.26,28,22,16,103,19,8,2.29,0.769,0.444,0.516,0.648,0.922,High,No,No,0.666,Medium_Recommendation
USR_12128,BK_52128,Faculty,Computer_Science,Digital_Library,E_Book,Renewed,Mobile_App,Vacation_Period,25,42.71,30,6,63,28,1,0,2.18,0.538,0.12,0.916,0.358,0.126,Low,No,No,0.384,Low_Recommendation
USR_12129,BK_52129,Faculty,Science,Social_Science,E_Book,Renewed,Digital_Kiosk,Odd_Semester,37,52.32,9,5,8,6,3,4,1.43,0.707,0.535,0.552,0.267,0.137,Low,No,No,0.453,Medium_Recommendation
USR_12130,BK_52130,Postgraduate,Education,Engineering,Journal,Renewed,Web_Portal,Odd_Semester,3,43.06,0,31,36,24,10,6,3.54,0.498,0.325,0.261,0.262,0.935,High,Yes,No,0.366,Low_Recommendation
USR_12131,BK_52131,Postgraduate,Engineering,Literature,Printed_Book,Renewed,Mobile_App,Odd_Semester,4,24.77,1,0,6,55,1,5,1.87,0.158,0.905,0.131,0.791,0.428,Medium,Yes,No,0.364,Low_Recommendation
USR_12132,BK_52132,Postgraduate,Management,Data_Science,Journal,Borrowed,Library_System,Odd_Semester,9,133.69,32,7,49,63,7,2,4.11,0.208,0.195,0.125,0.96,0.807,High,No,No,0.47,Medium_Recommendation
USR_12133,BK_52133,Undergraduate,Engineering,Digital_Library,Printed_Book,Borrowed,Library_System,Odd_Semester,17,27.6,4,4,63,47,12,2,3.81,0.612,0.558,0.362,0.368,0.301,Low,No,Yes,0.4,Low_Recommendation
USR_12134,BK_52134,Undergraduate,Computer_Science,Medical_Science,E_Book,Reserved,Library_System,Even_Semester,17,168.55,1,0,63,114,2,13,4.09,0.236,0.219,0.902,0.908,0.519,Medium,No,No,0.691,Medium_Recommendation
USR_12135,BK_52135,Faculty,Science,Digital_Library,Journal,Reviewed,Web_Portal,Vacation_Period,33,141.99,22,22,29,6,6,4,2.41,0.568,0.284,0.977,0.169,0.185,Low,No,No,0.528,Medium_Recommendation
USR_12136,BK_52136,Undergraduate,Education,Engineering,Journal,Viewed,Web_Portal,Even_Semester,26,166.84,35,34,13,89,15,12,4.81,0.597,0.795,0.695,0.359,0.629,Medium,No,No,0.799,High_Recommendation
USR_12137,BK_52137,Research_Scholar,Medicine,Social_Science,Printed_Book,Borrowed,Digital_Kiosk,Vacation_Period,33,95.63,33,20,56,104,17,6,2.66,0.573,0.436,0.527,0.391,0.206,Low,No,No,0.65,Medium_Recommendation
USR_12138,BK_52138,Undergraduate,Education,Education,Printed_Book,Borrowed,Digital_Kiosk,Vacation_Period,1,39.08,4,1,16,102,7,4,3.04,0.378,0.917,0.137,0.809,0.932,High,Yes,No,0.48,Medium_Recommendation
USR_12139,BK_52139,Faculty,Medicine,Medical_Science,E_Book,Viewed,Digital_Kiosk,Even_Semester,30,115.09,9,6,42,5,15,12,2.01,0.847,0.443,0.506,0.859,0.179,Low,No,No,0.646,Medium_Recommendation
USR_12140,BK_52140,Faculty,Medicine,Digital_Library,E_Book,Borrowed,Web_Portal,Even_Semester,2,94.35,2,4,3,9,7,8,3.08,0.639,0.101,0.275,0.565,0.307,Low,Yes,No,0.393,Low_Recommendation
USR_12141,BK_52141,Research_Scholar,Engineering,Engineering,E_Book,Viewed,Digital_Kiosk,Vacation_Period,45,59.55,14,9,67,1,6,8,1.26,0.526,0.419,0.595,0.213,0.752,High,No,No,0.486,Medium_Recommendation
USR_12142,BK_52142,Research_Scholar,Medicine,Artificial_Intelligence,Journal,Reserved,Library_System,Odd_Semester,2,165.44,20,12,61,11,0,10,3.66,0.904,0.461,0.436,0.129,0.516,Medium,No,No,0.483,Medium_Recommendation
USR_12143,BK_52143,Research_Scholar,Management,Engineering,Journal,Reviewed,Library_System,Vacation_Period,28,73.18,35,27,19,67,11,3,3.4,0.759,0.69,0.758,0.786,0.63,Medium,No,No,0.656,Medium_Recommendation
USR_12144,BK_52144,Postgraduate,Arts,Law,E_Book,Borrowed,Digital_Kiosk,Even_Semester,11,83.81,17,4,57,71,18,2,1.9,0.185,0.292,0.291,0.364,0.185,Low,No,No,0.414,Low_Recommendation
USR_12145,BK_52145,Undergraduate,Arts,Social_Science,Printed_Book,Borrowed,Library_System,Vacation_Period,14,62.93,22,13,16,37,19,3,1.2,0.257,0.974,0.136,0.502,0.927,High,No,No,0.454,Medium_Recommendation
USR_12146,BK_52146,Undergraduate,Management,Engineering,Printed_Book,Reserved,Mobile_App,Vacation_Period,29,107.69,3,0,6,92,9,11,1.89,0.708,0.934,0.389,0.888,0.455,Medium,No,No,0.713,High_Recommendation
USR_12147,BK_52147,Research_Scholar,Computer_Science,Medical_Science,Printed_Book,Reviewed,Digital_Kiosk,Odd_Semester,41,179.78,17,8,61,107,14,11,1.78,0.361,0.898,0.224,0.944,0.834,High,No,No,0.793,High_Recommendation
USR_12148,BK_52148,Postgraduate,Computer_Science,Data_Science,Printed_Book,Renewed,Library_System,Even_Semester,3,174.34,27,1,53,59,9,2,4.23,0.614,0.474,0.564,0.309,0.282,Low,No,No,0.538,Medium_Recommendation
USR_12149,BK_52149,Undergraduate,Engineering,Data_Science,Journal,Renewed,Web_Portal,Odd_Semester,43,72.43,6,0,56,90,15,6,4.4,0.992,0.474,0.829,0.665,0.963,High,No,No,0.787,High_Recommendation
USR_12150,BK_52150,Research_Scholar,Education,Education,Reference_Book,Reviewed,Library_System,Vacation_Period,39,11.16,24,5,68,80,14,9,2.7,0.156,0.515,0.224,0.683,0.142,Low,No,Yes,0.521,Medium_Recommendation
USR_12151,BK_52151,Research_Scholar,Engineering,Medical_Science,Printed_Book,Reserved,Library_System,Even_Semester,15,154.98,28,27,74,56,7,2,4.59,0.888,0.491,0.395,0.68,0.826,High,No,No,0.611,Medium_Recommendation
USR_12152,BK_52152,Undergraduate,Management,Medical_Science,E_Book,Borrowed,Web_Portal,Odd_Semester,2,125.04,1,4,62,90,18,4,3.15,0.694,0.217,0.372,0.896,0.483,Medium,Yes,No,0.571,Medium_Recommendation
USR_12153,BK_52153,Undergraduate,Arts,Social_Science,Printed_Book,Viewed,Library_System,Even_Semester,1,27.39,3,4,54,23,18,7,3.52,0.952,0.344,0.259,0.132,0.101,Low,Yes,No,0.425,Low_Recommendation
USR_12154,BK_52154,Faculty,Computer_Science,Engineering,E_Book,Reviewed,Web_Portal,Odd_Semester,19,113.6,18,5,76,79,14,2,4.8,0.981,0.695,0.95,0.587,0.377,Low,No,No,0.726,High_Recommendation
USR_12155,BK_52155,Undergraduate,Law,Medical_Science,Printed_Book,Reserved,Digital_Kiosk,Even_Semester,3,174.94,5,0,22,51,3,12,4.24,0.939,0.447,0.599,0.189,0.969,High,No,No,0.593,Medium_Recommendation
USR_12156,BK_52156,Undergraduate,Law,Data_Science,E_Book,Borrowed,Digital_Kiosk,Odd_Semester,30,98.78,33,27,62,24,13,5,3.2,0.917,0.59,0.194,0.847,0.218,Low,No,No,0.619,Medium_Recommendation
USR_12157,BK_52157,Postgraduate,Science,Management,E_Book,Viewed,Digital_Kiosk,Vacation_Period,3,108.13,2,22,13,57,2,1,2.23,0.519,0.767,0.206,0.108,0.696,Medium,Yes,No,0.375,Low_Recommendation
USR_12158,BK_52158,Undergraduate,Medicine,Law,Reference_Book,Reserved,Digital_Kiosk,Vacation_Period,2,131.9,5,5,55,73,10,8,2.51,0.89,0.431,0.873,0.554,0.287,Low,No,No,0.593,Medium_Recommendation
USR_12159,BK_52159,Research_Scholar,Engineering,Social_Science,E_Book,Reviewed,Library_System,Vacation_Period,37,152.14,4,0,60,43,2,3,3.97,0.252,0.72,0.792,0.777,0.836,High,No,No,0.651,Medium_Recommendation
USR_12160,BK_52160,Undergraduate,Science,Digital_Library,E_Book,Renewed,Digital_Kiosk,Vacation_Period,38,146.5,18,6,32,112,0,8,1.97,0.622,0.534,0.794,0.441,0.738,High,No,Yes,0.628,Medium_Recommendation
USR_12161,BK_52161,Research_Scholar,Engineering,Literature,E_Book,Borrowed,Web_Portal,Odd_Semester,42,29.8,26,16,44,51,16,6,4.02,0.115,0.232,0.996,0.76,0.518,Medium,No,No,0.621,Medium_Recommendation
USR_12162,BK_52162,Faculty,Science,Digital_Library,E_Book,Reserved,Mobile_App,Vacation_Period,10,20.37,21,11,9,32,9,13,1.99,0.122,0.508,0.687,0.255,0.123,Low,No,No,0.407,Low_Recommendation
USR_12163,BK_52163,Undergraduate,Engineering,Engineering,E_Book,Reviewed,Web_Portal,Vacation_Period,19,132.29,24,8,20,25,17,7,4.5,0.9,0.938,0.83,0.232,0.773,High,No,No,0.706,High_Recommendation
USR_12164,BK_52164,Undergraduate,Management,Law,Reference_Book,Renewed,Mobile_App,Even_Semester,26,173.05,25,8,49,116,4,11,3.45,0.424,0.677,0.753,0.129,0.206,Low,No,No,0.694,Medium_Recommendation
USR_12165,BK_52165,Faculty,Science,Artificial_Intelligence,Printed_Book,Renewed,Library_System,Vacation_Period,39,68.22,6,2,5,113,4,0,1.58,0.451,0.401,0.793,0.257,0.575,Medium,No,No,0.531,Medium_Recommendation
USR_12166,BK_52166,Postgraduate,Computer_Science,Engineering,Reference_Book,Viewed,Mobile_App,Vacation_Period,3,133.89,34,0,19,15,0,14,3.75,0.815,0.62,0.562,0.723,0.444,Medium,No,No,0.57,Medium_Recommendation
USR_12167,BK_52167,Faculty,Engineering,Law,Reference_Book,Reserved,Digital_Kiosk,Odd_Semester,4,17.04,2,2,51,13,12,5,3.02,0.182,0.366,0.264,0.979,0.329,Low,Yes,No,0.369,Low_Recommendation
USR_12168,BK_52168,Faculty,Engineering,Data_Science,Printed_Book,Borrowed,Digital_Kiosk,Even_Semester,3,53.66,1,11,70,120,15,7,1.11,0.182,0.319,0.361,0.327,0.507,Medium,Yes,No,0.415,Low_Recommendation
USR_12169,BK_52169,Research_Scholar,Education,Education,Printed_Book,Borrowed,Web_Portal,Even_Semester,27,106.99,6,6,12,112,10,5,1.19,0.416,0.615,0.557,0.14,0.983,High,No,No,0.555,Medium_Recommendation
USR_12170,BK_52170,Postgraduate,Education,Social_Science,E_Book,Renewed,Digital_Kiosk,Vacation_Period,1,17.62,0,20,40,105,3,0,2.42,0.409,0.339,0.268,0.5,0.277,Low,Yes,Yes,0.265,Low_Recommendation
USR_12171,BK_52171,Postgraduate,Computer_Science,Digital_Library,Printed_Book,Renewed,Library_System,Vacation_Period,2,15.72,2,10,13,91,1,10,2.4,0.958,0.188,0.284,0.208,0.819,High,Yes,No,0.391,Low_Recommendation
USR_12172,BK_52172,Faculty,Computer_Science,Medical_Science,Reference_Book,Reviewed,Library_System,Odd_Semester,24,165.53,18,2,7,96,15,4,3.03,0.557,0.206,0.451,0.867,0.222,Low,No,No,0.657,Medium_Recommendation
USR_12173,BK_52173,Postgraduate,Education,Management,Printed_Book,Renewed,Web_Portal,Vacation_Period,14,25.54,10,6,38,92,17,3,2.76,0.952,0.902,0.694,0.93,0.608,Medium,No,No,0.656,Medium_Recommendation
USR_12174,BK_52174,Research_Scholar,Law,Management,Journal,Reviewed,Mobile_App,Even_Semester,2,33.74,3,16,64,67,8,7,2.18,0.947,0.954,0.459,0.111,0.125,Low,Yes,No,0.479,Medium_Recommendation
USR_12175,BK_52175,Undergraduate,Management,Artificial_Intelligence,E_Book,Viewed,Library_System,Even_Semester,35,26.54,35,2,44,118,15,11,2.25,0.382,0.193,0.604,0.32,0.234,Low,No,No,0.589,Medium_Recommendation
USR_12176,BK_52176,Undergraduate,Engineering,Management,E_Book,Renewed,Digital_Kiosk,Odd_Semester,43,143.49,18,18,70,47,20,13,4.28,0.555,0.569,0.567,0.393,0.392,Low,No,Yes,0.696,Medium_Recommendation
USR_12177,BK_52177,Research_Scholar,Engineering,Artificial_Intelligence,Printed_Book,Borrowed,Mobile_App,Odd_Semester,4,23.43,27,17,13,104,5,0,2.51,0.534,0.13,0.323,0.326,0.501,Medium,No,No,0.335,Low_Recommendation
USR_12178,BK_52178,Faculty,Arts,Education,Reference_Book,Reviewed,Mobile_App,Odd_Semester,42,148.32,10,1,53,9,2,5,4.77,0.754,0.413,0.541,0.654,0.846,High,No,No,0.65,Medium_Recommendation
USR_12179,BK_52179,Research_Scholar,Medicine,Engineering,Journal,Borrowed,Mobile_App,Even_Semester,4,80.39,0,1,77,111,17,10,3.76,0.48,0.591,0.282,0.236,0.471,Medium,Yes,Yes,0.462,Medium_Recommendation
USR_12180,BK_52180,Postgraduate,Engineering,Digital_Library,Journal,Reserved,Library_System,Odd_Semester,7,160.43,8,1,46,37,10,14,2.29,0.939,0.505,0.343,0.529,0.36,Low,No,No,0.596,Medium_Recommendation
USR_12181,BK_52181,Postgraduate,Computer_Science,Education,E_Book,Renewed,Web_Portal,Vacation_Period,4,15.36,21,20,48,42,20,3,1.54,0.844,0.23,0.404,0.107,0.493,Medium,No,No,0.366,Low_Recommendation
USR_12182,BK_52182,Research_Scholar,Science,Management,Printed_Book,Viewed,Web_Portal,Even_Semester,15,144.19,18,7,57,95,8,12,2.78,0.594,0.636,0.632,0.131,0.837,High,No,No,0.625,Medium_Recommendation
USR_12183,BK_52183,Faculty,Management,Management,E_Book,Renewed,Library_System,Odd_Semester,3,120.38,4,3,37,89,8,13,1.83,0.883,0.773,0.187,0.789,0.665,Medium,Yes,No,0.607,Medium_Recommendation
USR_12184,BK_52184,Research_Scholar,Arts,Law,Journal,Renewed,Web_Portal,Vacation_Period,29,160.87,2,1,42,73,2,6,2.66,0.24,0.715,0.817,0.143,0.988,High,No,No,0.588,Medium_Recommendation
USR_12185,BK_52185,Research_Scholar,Computer_Science,Law,Reference_Book,Renewed,Web_Portal,Vacation_Period,5,158.21,3,12,42,115,3,7,2.84,0.68,0.557,0.124,0.898,0.249,Low,Yes,No,0.587,Medium_Recommendation
USR_12186,BK_52186,Undergraduate,Management,Management,Journal,Viewed,Web_Portal,Even_Semester,1,9.33,0,2,39,110,5,13,1.49,0.705,0.858,0.375,0.891,0.574,Medium,Yes,No,0.535,Medium_Recommendation
USR_12187,BK_52187,Undergraduate,Education,Social_Science,E_Book,Renewed,Digital_Kiosk,Odd_Semester,1,48.9,4,2,27,105,3,13,1.65,0.388,0.8,0.323,0.952,0.544,Medium,Yes,No,0.516,Medium_Recommendation
USR_12188,BK_52188,Faculty,Education,Literature,Reference_Book,Renewed,Library_System,Even_Semester,10,124.32,10,7,47,2,19,5,1.24,0.167,0.605,0.423,0.187,0.376,Low,No,No,0.414,Low_Recommendation
USR_12189,BK_52189,Research_Scholar,Management,Law,E_Book,Reviewed,Library_System,Even_Semester,4,88.85,3,6,5,5,1,0,2.59,0.831,0.352,0.426,0.87,0.207,Low,Yes,No,0.388,Low_Recommendation
USR_12190,BK_52190,Research_Scholar,Arts,Social_Science,Printed_Book,Borrowed,Web_Portal,Vacation_Period,3,139.88,5,4,22,33,17,6,1.74,0.645,0.407,0.276,0.319,0.708,High,No,No,0.463,Medium_Recommendation
USR_12191,BK_52191,Undergraduate,Management,Management,Journal,Reviewed,Mobile_App,Even_Semester,45,57.71,5,2,42,33,15,12,4.72,0.109,0.84,0.351,0.27,0.504,Medium,No,No,0.652,Medium_Recommendation
USR_12192,BK_52192,Postgraduate,Medicine,Artificial_Intelligence,Journal,Reserved,Mobile_App,Vacation_Period,34,83.1,24,9,37,6,5,11,2.45,0.17,0.942,0.631,0.778,0.316,Low,No,No,0.588,Medium_Recommendation
USR_12193,BK_52193,Postgraduate,Medicine,Engineering,Printed_Book,Reserved,Mobile_App,Vacation_Period,19,93.52,34,19,55,61,14,5,4.79,0.849,0.196,0.995,0.649,0.301,Low,No,No,0.657,Medium_Recommendation
USR_12194,BK_52194,Faculty,Engineering,Literature,Reference_Book,Reserved,Web_Portal,Even_Semester,12,162.85,21,1,58,21,4,4,2.4,0.783,0.422,0.961,0.995,0.385,Low,No,No,0.583,Medium_Recommendation
USR_12195,BK_52195,Postgraduate,Education,Literature,Journal,Borrowed,Library_System,Even_Semester,30,56.05,19,9,24,108,11,10,3.98,0.462,0.181,0.124,0.296,0.759,High,No,No,0.562,Medium_Recommendation
USR_12196,BK_52196,Faculty,Science,Social_Science,E_Book,Viewed,Digital_Kiosk,Even_Semester,19,161.31,32,0,70,116,2,12,2.25,0.247,0.441,0.36,0.956,0.339,Low,No,No,0.625,Medium_Recommendation
USR_12197,BK_52197,Research_Scholar,Medicine,Engineering,Reference_Book,Viewed,Digital_Kiosk,Odd_Semester,9,42.2,20,0,59,23,4,2,2.78,0.633,0.211,0.241,0.811,0.346,Low,No,Yes,0.257,Low_Recommendation
USR_12198,BK_52198,Undergraduate,Computer_Science,Education,Reference_Book,Reviewed,Web_Portal,Odd_Semester,22,12.78,19,19,68,70,13,2,1.96,0.82,0.159,0.607,0.376,0.339,Low,No,No,0.458,Medium_Recommendation
USR_12199,BK_52199,Undergraduate,Education,Medical_Science,Journal,Reviewed,Digital_Kiosk,Odd_Semester,7,167.27,8,4,20,38,7,3,4.62,0.507,0.217,0.452,0.63,0.426,Medium,No,No,0.515,Medium_Recommendation
USR_12200,BK_52200,Research_Scholar,Engineering,Engineering,Printed_Book,Viewed,Mobile_App,Even_Semester,32,48.95,4,2,74,79,17,0,4.99,0.462,0.877,0.594,0.7,0.241,Low,No,No,0.677,Medium_Recommendation
USR_12201,BK_52201,Postgraduate,Medicine,Literature,Journal,Renewed,Digital_Kiosk,Vacation_Period,6,116.17,26,2,21,20,18,0,4.21,0.866,0.409,0.963,0.371,0.901,High,No,No,0.557,Medium_Recommendation
USR_12202,BK_52202,Postgraduate,Arts,Social_Science,Printed_Book,Borrowed,Library_System,Vacation_Period,18,86.03,2,2,52,11,2,1,1.62,0.45,0.225,0.102,0.334,0.178,Low,No,No,0.3,Low_Recommendation
USR_12203,BK_52203,Research_Scholar,Management,Management,Printed_Book,Viewed,Web_Portal,Even_Semester,9,156.86,28,12,49,108,5,6,1.2,0.629,0.513,0.785,0.286,0.493,Medium,No,No,0.551,Medium_Recommendation
USR_12204,BK_52204,Postgraduate,Arts,Social_Science,E_Book,Reserved,Library_System,Even_Semester,15,57.33,5,5,24,85,13,11,1.8,0.95,0.447,0.722,0.809,0.859,High,No,No,0.63,Medium_Recommendation
USR_12205,BK_52205,Faculty,Medicine,Data_Science,E_Book,Reserved,Mobile_App,Odd_Semester,5,144.03,1,0,18,76,2,4,3.41,0.589,0.63,0.17,0.972,0.778,High,Yes,No,0.54,Medium_Recommendation
USR_12206,BK_52206,Research_Scholar,Law,Data_Science,Reference_Book,Reviewed,Library_System,Vacation_Period,28,112.16,33,12,61,117,1,10,4.72,0.757,0.784,0.388,0.52,0.897,High,No,No,0.716,High_Recommendation
USR_12207,BK_52207,Undergraduate,Arts,Social_Science,E_Book,Reserved,Digital_Kiosk,Vacation_Period,37,176.42,23,12,29,13,14,14,2.84,0.688,0.609,0.197,0.151,0.439,Medium,No,No,0.662,Medium_Recommendation
USR_12208,BK_52208,Undergraduate,Computer_Science,Literature,Printed_Book,Viewed,Web_Portal,Even_Semester,16,139.3,25,1,40,14,17,0,4.49,0.463,0.152,0.696,0.788,0.166,Low,No,No,0.551,Medium_Recommendation
USR_12209,BK_52209,Postgraduate,Law,Management,Printed_Book,Viewed,Mobile_App,Even_Semester,30,146.29,0,0,60,8,10,0,4.84,0.726,0.459,0.353,0.312,0.713,High,No,No,0.564,Medium_Recommendation
USR_12210,BK_52210,Research_Scholar,Medicine,Medical_Science,Printed_Book,Reviewed,Web_Portal,Vacation_Period,40,44.16,6,4,27,22,19,14,3.63,0.198,0.958,0.365,0.366,0.141,Low,No,No,0.651,Medium_Recommendation
USR_12211,BK_52211,Postgraduate,Computer_Science,Artificial_Intelligence,Reference_Book,Borrowed,Mobile_App,Vacation_Period,36,110.88,1,1,26,114,7,13,4.96,0.137,0.252,0.261,0.502,0.137,Low,No,No,0.66,Medium_Recommendation
USR_12212,BK_52212,Undergraduate,Law,Artificial_Intelligence,E_Book,Reserved,Digital_Kiosk,Vacation_Period,18,32.52,1,0,30,25,10,2,3.96,0.318,0.193,0.258,0.869,0.735,High,No,No,0.418,Low_Recommendation
USR_12213,BK_52213,Faculty,Arts,Literature,Printed_Book,Renewed,Web_Portal,Vacation_Period,4,178.88,4,9,79,37,2,2,4.28,0.375,0.637,0.15,0.109,0.123,Low,Yes,No,0.433,Low_Recommendation
USR_12214,BK_52214,Postgraduate,Law,Artificial_Intelligence,Journal,Reviewed,Mobile_App,Vacation_Period,15,95.45,8,4,59,23,11,0,1.22,0.784,0.309,0.436,0.18,0.501,Medium,No,Yes,0.328,Low_Recommendation
USR_12215,BK_52215,Research_Scholar,Education,Social_Science,Printed_Book,Reserved,Digital_Kiosk,Vacation_Period,29,151.77,0,0,4,9,3,2,4.4,0.997,0.658,0.442,0.25,0.984,High,No,No,0.588,Medium_Recommendation
USR_12216,BK_52216,Faculty,Science,Medical_Science,Reference_Book,Reviewed,Web_Portal,Even_Semester,35,52.5,12,1,76,91,1,7,1.16,0.515,0.601,0.543,0.863,0.38,Low,No,No,0.569,Medium_Recommendation
USR_12217,BK_52217,Research_Scholar,Management,Engineering,Reference_Book,Viewed,Mobile_App,Odd_Semester,9,35.9,27,7,3,41,0,14,3.26,0.176,0.429,0.241,0.573,0.596,Medium,No,No,0.405,Low_Recommendation
USR_12218,BK_52218,Research_Scholar,Management,Law,Journal,Viewed,Mobile_App,Vacation_Period,2,129.91,0,3,22,42,12,0,2.97,0.695,0.311,0.131,0.716,0.584,Medium,Yes,No,0.445,Low_Recommendation
USR_12219,BK_52219,Postgraduate,Science,Data_Science,Printed_Book,Reviewed,Mobile_App,Even_Semester,1,135.65,26,19,17,69,7,5,3.85,0.75,0.259,0.701,0.351,0.335,Low,No,No,0.52,Medium_Recommendation
USR_12220,BK_52220,Postgraduate,Law,Social_Science,Reference_Book,Reviewed,Mobile_App,Even_Semester,43,17.48,25,10,9,15,2,15,1.18,0.902,0.414,0.408,0.679,0.695,Medium,No,Yes,0.466,Medium_Recommendation
USR_12221,BK_52221,Faculty,Education,Medical_Science,Reference_Book,Viewed,Library_System,Vacation_Period,4,161.86,18,3,57,13,0,14,2.05,0.899,0.178,0.432,0.607,0.555,Medium,No,No,0.489,Medium_Recommendation
USR_12222,BK_52222,Faculty,Arts,Management,Reference_Book,Borrowed,Library_System,Even_Semester,18,70.68,26,10,54,54,7,1,3.28,0.766,0.279,0.525,0.518,0.855,High,No,No,0.483,Medium_Recommendation
USR_12223,BK_52223,Postgraduate,Law,Law,Journal,Reserved,Web_Portal,Odd_Semester,2,178.86,1,0,76,10,11,6,2.35,0.11,0.988,0.541,0.807,0.831,High,No,No,0.532,Medium_Recommendation
USR_12224,BK_52224,Postgraduate,Arts,Medical_Science,E_Book,Borrowed,Mobile_App,Vacation_Period,5,42.89,8,8,21,36,0,5,3.26,0.891,0.951,0.873,0.463,0.673,Medium,No,No,0.507,Medium_Recommendation
USR_12225,BK_52225,Postgraduate,Computer_Science,Management,Reference_Book,Reviewed,Digital_Kiosk,Vacation_Period,15,57.99,30,4,60,10,18,15,3.81,0.556,0.375,0.514,0.673,0.891,High,No,No,0.581,Medium_Recommendation
USR_12226,BK_52226,Faculty,Arts,Engineering,Reference_Book,Reviewed,Web_Portal,Odd_Semester,6,128.22,5,5,7,60,9,4,3.54,0.924,0.562,0.461,0.296,0.23,Low,No,Yes,0.472,Medium_Recommendation
USR_12227,BK_52227,Undergraduate,Arts,Data_Science,E_Book,Reserved,Digital_Kiosk,Odd_Semester,16,143.73,23,0,33,106,4,6,3.04,0.31,0.921,0.811,0.119,0.945,High,No,No,0.605,Medium_Recommendation
